          (   0,    2) (   0,    0) (   7,    0) (   0,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   7,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   7,    0) (   0,    0) (   0,    3) (   0,    2) (   0,    2) (   0,    0) (   6,    0) (   0,    0) (   0,    3) (   0,    2)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   7,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    1) (   0,    0) (   7,    0) (   0,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   7,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
          (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0)
          (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0)
          (   8,    0) (   0,    0) (   0,    3) (   0,    3) (   0,    2) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    3)
         
node   1 sent_total    922  recv_total    924

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   1,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0)
          (   0,    0) (   6,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   9,    0)
          (   0,    1) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   9,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    2)
          (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    1)
          (   0,    1) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   5,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    2) (   0,    1) (   0,    0) (   0,    0) (   7,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   6,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    2)
          (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   6,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    1) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   6,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
         
node   2 sent_total    912  recv_total    912

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    1) (   0,    1) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   6,    1) (   0,    2) (   0,    2) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    1) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   7,    1)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    1) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    2) (   0,    1) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   7,    1)
          (   0,    2) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   6,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   6,    1) (   0,    1) (   0,    2)
          (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   6,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    2) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    1) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   5,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
